CP (Province code),CD (District code),CUUS (Unique code of health unit),Latitude,Longitude,CT (Territorial Code),CMB (Code coming from Basic Module),US (Health unit name),CC (Health unit classification code),"CNE (Statistical nucleus code, where data are sent)",FID,CLASSIFICATION,ADMIN1NAME,ADMIN1CODE,ADMIN2NAMES,ADMIN2CODE
3,14,US-MOZ-00414,-14.7756,40.7295,1031407,1031407,Nacuxa,12,NU-152,716,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00415,-14.9906,40.7395,1031408,1031408,Cabaceira Grande,13,NU-152,717,Posto de Saúde,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00416,-14.9525,40.74,1031409,1031409,Chocas-Mar,10,NU-152,718,Centro de Saúde Urbano C,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00417,-14.8633,40.7675,1031411,1031411,Matibane,12,NU-152,719,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00418,-14.7859,40.5809,1031412,1031412,Namige,13,NU-152,720,Posto de Saúde,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00419,-15.1923,40.3597,1031439,1031439,Muaualo,12,NU-152,721,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00420,-15.1881,40.52,1031410,1031410,Lunga,12,NU-152,722,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00421,-14.9525,40.6656,1031406,1031406,Mossuril,11,NU-152,723,Centro de Saúde Rural I,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00422,-14.88652,40.5534,1031413,1031413,Cabeceira Pequena,12,NU-152,724,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,14,US-MOZ-00423,-14.951093,40.530832,1031415,1031415,Namitatar,12,NU-152,725,Centro de Saúde Rural II,Nampula,MZ007,Mossuril,MZ007314
3,15,US-MOZ-00424,-14.3749,39.4147,1031514,1031514,Chereque,12,NU-153,726,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00425,-14.8725,39.6378,1031506,1031506,Muecate,11,NU-153,727,Centro de Saúde Rural I,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00426,-14.5775,39.5761,1031507,1031507,Imala,12,NU-153,728,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00427,-14.5818,39.7408,1031509,1031509,Chinamane,13,NU-153,729,Posto de Saúde,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00428,-14.7657,39.7885,1031511,1031511,Napala,12,NU-153,730,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00429,-14.9049,39.3235,1031513,1031513,Kavula,12,NU-153,731,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00430,-14.5803,39.378,1031508,1031508,Namahia,13,NU-153,732,Posto de Saúde,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00431,-14.4319,39.3945,1031512,1031512,Gracio,12,NU-153,734,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,15,US-MOZ-00432,-14.9423,39.4154,1031510,1031510,Muculuone,12,NU-153,735,Centro de Saúde Rural II,Nampula,MZ007,Muecate,MZ007315
3,16,US-MOZ-00433,-15.4209,38.7919,1031609,1031609,Umuato,13,NU-154,736,Posto de Saúde,Nampula,MZ007,Murrupula,MZ007316
3,16,US-MOZ-00434,-15.458285,38.677307,1031606,1031606,Murrupula,11,NU-154,737,Centro de Saúde Rural I,Nampula,MZ007,Murrupula,MZ007316
3,16,US-MOZ-00435,-15.2042,38.6911,1031608,1031608,Chinga,13,NU-154,738,Posto de Saúde,Nampula,MZ007,Murrupula,MZ007316
3,16,US-MOZ-00436,-15.3455,38.8911,1031610,1031610,Gazuzu,12,NU-154,739,Centro de Saúde Rural II,Nampula,MZ007,Murrupula,MZ007316
3,16,US-MOZ-00437,-15.5866,38.5748,1031611,1031611,Tiponha,12,NU-154,740,Centro de Saúde Rural II,Nampula,MZ007,Murrupula,MZ007316
3,16,US-MOZ-00438,-15.6011,38.7352,1031607,1031607,Nihessiue,12,NU-154,741,Centro de Saúde Rural II,Nampula,MZ007,Murrupula,MZ007316
3,17,US-MOZ-00439,-14.6611,40.68,1031708,1031708,Murrupelane,12,NU-155,742,Centro de Saúde Rural II,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00440,-14.489021,40.736132,1031715,1031715,Akumi,9,NU-155,743,Centro de Saúde Urbano B,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00441,-14.509637,40.749518,1031714,1031714,C.A.M.I.N.A,9,NU-155,744,Centro de Saúde Urbano B,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00442,-14.4922,40.7067,1031713,1031713,Cife,13,NU-155,745,Posto de Saúde,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00443,-14.502639,40.741103,1031712,1031712,Cimentos,9,NU-155,746,Centro de Saúde Urbano B,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00444,-14.5514,40.6722,1031711,1031711,Cfm,12,NU-155,747,Centro de Saúde Rural II,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00445,-14.4731,40.7006,1031709,1031709,Naherengue,13,NU-155,748,Posto de Saúde,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00446,-14.5225,40.7867,1031707,1031707,Quissimajulo,12,NU-155,749,Centro de Saúde Rural II,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00447,-14.5586,40.7,1031706,1031706,Mathapue,13,NU-155,750,Posto de Saúde,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00448,-14.49241,40.732429,1031700,1031700,Nacala Porto,8,NU-155,751,Centro de Saúde Urbano A,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00449,-14.5106,40.6817,1031710,1031710,A.D.P.P. Muzuane,13,NU-155,752,Posto de Saúde,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00450,-14.490936,40.733554,1031701,1031701,Nacala Porto,6,NU-155,753,Hospital Distrital,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,17,US-MOZ-00451,-14.489315,40.736616,1031716,1031716,Mahelene,9,NU-155,754,Centro de Saúde Urbano B,Nampula,MZ007,Cidade de Nacala-Porto,MZ007317
3,18,US-MOZ-00452,-14.5834,40.5027,1031806,1031906,Mueria,12,NU-156,755,Centro de Saúde Rural II,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,18,US-MOZ-00453,-14.7275,40.5369,1031807,1031907,Barragem,12,NU-156,756,Centro de Saúde Rural II,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,18,US-MOZ-00454,-14.6114,40.6094,1031810,1031910,Salina,11,NU-156,757,Centro de Saúde Rural I,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,18,US-MOZ-00455,-14.4686,40.6219,1031808,1031908,Namalala,13,NU-156,758,Posto de Saúde,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,18,US-MOZ-00456,-14.4572,40.3719,1031809,1031909,Ger-Ger(Covo),11,NU-156,759,Centro de Saúde Rural I,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,18,US-MOZ-00457,-14.551109,40.621632,1031811,1031911,Nacala-A-Velha,12,NU-156,760,Centro de Saúde Rural II,Nampula,MZ007,Nacala-A-Velha,MZ007318
3,19,US-MOZ-00458,-14.3695,39.9231,1031906,1031906,Nacaroa,12,NU-157,761,Centro de Saúde Rural II,Nampula,MZ007,Nacaroa,MZ007319
3,19,US-MOZ-00459,-14.3907,40.079,1031907,1031907,Nachere,12,NU-157,762,Centro de Saúde Rural II,Nampula,MZ007,Nacaroa,MZ007319
3,19,US-MOZ-00460,-14.3002,39.7509,1031910,1031910,Muchico,11,NU-157,763,Centro de Saúde Rural I,Nampula,MZ007,Nacaroa,MZ007319
3,19,US-MOZ-00461,-14.3093,39.6523,1031908,1031908,Saua-Saua,13,NU-157,764,Posto de Saúde,Nampula,MZ007,Nacaroa,MZ007319
3,19,US-MOZ-00462,-14.4218,39.9247,1031909,1031909,Nahadje,11,NU-157,765,Centro de Saúde Rural I,Nampula,MZ007,Nacaroa,MZ007319
3,19,US-MOZ-00463,-14.489095,40.736066,1031911,1031911,Mahetha,12,NU-157,766,Centro de Saúde Rural II,Nampula,MZ007,Nacaroa,MZ007319
3,20,US-MOZ-00464,-15.2544,39.2483,1032019,1032019,Maratane,12,NU-158,767,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00465,-14.9997,39.345,1032020,1032020,Saua Saua,13,NU-158,768,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00466,-14.975,38.8156,1032021,1032021,Mucova,12,NU-158,769,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00467,-15.2306,38.9742,1032022,1032022,Muleheia,13,NU-158,770,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00468,-15.2286,39.1183,1032018,1032018,Natoa,13,NU-158,771,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00469,-15.375,39.0344,1032012,1032012,Mutolo,12,NU-158,772,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00470,-15.2036,39.3881,1032015,1032015,Namiconha,13,NU-158,773,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00471,-15.1736,39.4631,1032013,1032013,Naholoco,13,NU-158,774,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00472,-14.9972,38.9519,1032011,1032011,Mutivaze,12,NU-158,775,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00473,-15.1383,39.0358,1032009,1032009,Caramaja,12,NU-158,776,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00474,-15.2744,39.0411,1032008,1032008,Namaita,11,NU-158,777,Centro de Saúde Rural I,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00475,-15.0994,39.4244,1032007,1032007,Anchilo,11,NU-158,778,Centro de Saúde Rural I,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00476,-15.0142,39.1289,1032006,1032006,Rapale,11,NU-158,779,Centro de Saúde Rural I,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00477,-15.3297,39.1519,1032017,1032017,Namucaua,12,NU-158,780,Centro de Saúde Rural II,Nampula,MZ007,Nampula,MZ007320
3,20,US-MOZ-00478,-15.3367,39.34,1032014,1032014,Namachilo (Momala),13,NU-158,781,Posto de Saúde,Nampula,MZ007,Nampula,MZ007320
3,21,US-MOZ-00479,-14.9828,38.0714,1032106,1032106,Iapala Monapo,12,NU-159,782,Centro de Saúde Rural II,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00480,-15.1011,38.23,1032113,1032113,Cunle,12,NU-159,783,Centro de Saúde Rural II,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00481,-14.993,38.2695,1032112,1032112,Esc.Bas.Agraria,13,NU-159,784,Posto de Saúde,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00482,-15.0036,37.7633,1032111,1032111,Riane,13,NU-159,785,Posto de Saúde,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00483,-15.0411,38.3389,1032110,1032110,Namiconha,12,NU-159,786,Centro de Saúde Rural II,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00484,-14.7947,38.3706,1032109,1032109,Mecuasse,13,NU-159,787,Posto de Saúde,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00485,-15.0033,38.5103,1032107,1032107,Chica,13,NU-159,788,Posto de Saúde,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00486,-14.9464,38.3209,1032101,1032101,Ribaue,5,NU-159,789,Hospital Rural,Nampula,MZ007,Ribaue,MZ007321
3,21,US-MOZ-00487,-15.0289,38.0477,1032108,1032108,Iapala Estacao(Sede),12,NU-159,790,Centro de Saúde Rural II,Nampula,MZ007,Ribaue,MZ007321
4,1,US-MOZ-00488,-17.8878,36.9156,1040117,1040117,Incidua,9,NU-101,791,Centro de Saúde Urbano B,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00489,-17.8675,36.9239,1040112,1040112,Sangariveira,10,NU-101,792,Centro de Saúde Urbano C,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00490,-17.8192,36.9466,1040111,1040111,Namuinho,9,NU-101,793,Centro de Saúde Urbano B,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00491,-17.8786,36.8883,1040110,1040110,Cadeia Civil,13,NU-101,794,Posto de Saúde,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00492,-17.8803,36.8916,1040109,1040109,4 De Dezembro,9,NU-101,795,Centro de Saúde Urbano B,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00493,-17.8611,36.9081,1040108,1040108,Coalane,8,NU-101,796,Centro de Saúde Urbano A,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00494,-17.8469,36.9006,1040116,1040116,Micajune,9,NU-101,797,Centro de Saúde Urbano B,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00495,-17.876346,36.887222,1040114,1040114,Chacebo,8,NU-101,798,Centro de Saúde Urbano A,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00496,-17.876179,36.88829,1040113,1040113,Zalala Mar,13,NU-101,799,Posto de Saúde,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00497,-17.8753,36.8811,1040107,1040107,24 De Julho,8,NU-101,800,Centro de Saúde Urbano A,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00498,-17.8617,36.8955,1040106,1040106,17 De Setembro,8,NU-101,801,Centro de Saúde Urbano A,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,1,US-MOZ-00499,-17.8822,36.8872,1040100,1040100,Quelimane,3,NU-101,802,Hospital Provincial,Zambézia,MZ011,Cidade De Quelimane,MZ011401
4,2,US-MOZ-00500,-15.7069,37.6417,1040265,1040265,Malua,13,NU-100,803,Posto de Saúde,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00501,-15.626831,37.750217,1040256,1040256,Nimala,12,NU-100,305,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00502,-15.5678,37.3592,1040236,1040236,Cololo,12,NU-100,306,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00503,-15.674942,37.704017,1040299,1040299,Bonifacio Gruveta,9,NU-100,307,Centro de Saúde Urbano B,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00504,-15.2847,37.44,1040211,1040211,Mouia,12,NU-100,308,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00505,-15.7639,37.7556,1040237,1040237,Novanana,12,NU-100,309,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00506,-15.3861,37.7678,1040216,1040216,Ecole,12,NU-100,310,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00507,-15.398,37.6047,1040215,1040215,Mugema,12,NU-100,311,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00508,-15.67,37.5731,1040214,1040214,Nivava,13,NU-100,312,Posto de Saúde,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00509,-15.4339,37.4433,1040213,1040213,Nauela,12,NU-100,313,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00510,-15.9181,37.8525,1040212,1040212,Mutala,12,NU-100,314,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00511,-15.64669,37.727695,1040200,1040200,Alto Molocue,5,NU-100,315,Hospital Rural,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00512,-15.674388,37.704017,1040255,1040255,Nacucua,12,NU-100,316,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00513,-15.6306,37.6836,1040206,1040206,Alto Molocue,9,NU-100,317,Centro de Saúde Urbano B,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00514,-15.565,37.7905,1040207,1040207,Caiaia,12,NU-100,318,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,2,US-MOZ-00515,-15.8631,37.6377,1040208,1040208,Chapala,12,NU-100,319,Centro de Saúde Rural II,Zambézia,MZ011,Alto Molocue,MZ011402
4,3,US-MOZ-00516,-18.2683,36.65,1040309,1040309,Cd De Madal,12,NU-099,320,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00517,-18.405,36.1081,1040308,1040308,Luabo,12,NU-099,321,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00518,-18.6656,36.2425,1040310,1040310,Matilde,12,NU-099,322,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00519,-18.3678,36.5683,1040311,1040311,Micaune,12,NU-099,323,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00520,-18.2942,36.7136,1040312,1040312,Mitange,13,NU-099,324,Posto de Saúde,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00521,-18.6114,36.4314,1040316,1040316,Centro Educacional,13,NU-099,325,Posto de Saúde,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00522,-18.586063,36.463896,1040336,1040336,Ilha Salia,12,NU-099,326,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00523,-18.583333,36.466667,1040362,1040362,Chimbazo,13,NU-099,327,Posto de Saúde,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00524,-18.5833,36.4644,1040307,1040307,Chinde-Sede,11,NU-099,328,Centro de Saúde Rural I,Zambézia,MZ011,Chinde,MZ011403
4,3,US-MOZ-00525,-18.593817,36.46297,1040313,010403?,Jorge,12,NU-099,329,Centro de Saúde Rural II,Zambézia,MZ011,Chinde,MZ011403
4,4,US-MOZ-00526,-16.050672,38.495325,1040404,1040404,Mutequela,12,NU-098,330,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00527,-16.017577,38.484992,1040462,1040462,Pury,12,NU-098,331,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00528,-16.214097,38.658793,1040439,1040439,Kayane,12,NU-098,332,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00529,-15.5119,38.2572,1040406,1040406,Alto Ligonha,12,NU-098,333,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00530,-16.1464,38.3725,1040407,1040407,Gile,6,NU-098,334,Hospital Distrital,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00531,-15.9625,38.4416,1040408,1040408,Moneia,12,NU-098,335,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00532,-15.5126,38.2574,1040409,1040409,Muiane,12,NU-098,336,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00533,-16.132,38.0975,1040410,1040410,Uape,12,NU-098,337,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00534,-16.200007,38.66,1040437,1040437,Namuaca,13,NU-098,338,Posto de Saúde,Zambézia,MZ011,Gile,MZ011404
4,4,US-MOZ-00535,-16.064863,38.656177,1040455,1040455,Cd De Mamala,12,NU-098,339,Centro de Saúde Rural II,Zambézia,MZ011,Gile,MZ011404
4,5,US-MOZ-00536,-15.3864,36.5264,1040511,1040511,Tetete,12,NU-086,340,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00537,-15.7714,37.0844,1040517,1040517,Macuarro,12,NU-086,341,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00538,-15.5403,36.8841,1040514,1040514,Muagiua,12,NU-086,342,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00539,-15.488,37.1402,1040512,1040512,Up 10,12,NU-086,343,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00540,-15.5567,37.0553,1040516,1040516,Invinha,12,NU-086,344,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00541,-15.315,36.6589,1040510,1040510,Serra,12,NU-086,345,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00542,-15.1989,36.7025,1040509,1040509,Ruace,12,NU-086,346,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00543,-15.54,37.193,1040508,1040508,Mepuagiua,12,NU-086,347,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00544,-15.172,36.805,1040507,1040507,Lioma,12,NU-086,348,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00545,-15.4628,36.9828,1040506,1040506,Gurue,9,NU-086,349,Centro de Saúde Urbano B,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00546,-15.4625,36.9836,1040500,1040500,Gurue,5,NU-086,350,Hospital Rural,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00547,-15.4564,36.9556,1040513,1040513,Up 4,12,NU-086,351,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,5,US-MOZ-00548,-15.467775,36.982871,1040563,1040563,Nintulo,12,NU-086,352,Centro de Saúde Rural II,Zambézia,MZ011,Gurue,MZ011405
4,6,US-MOZ-00549,-16.0936,37.3366,1040637,1040637,Massira,12,NU-097,353,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00550,-16.121469,37.339485,1040655,1040655,Curruane,12,NU-097,354,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00551,-16.4341,37.5889,1040609,1040609,Mulevala,12,NU-097,355,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00552,-16.0378,37.1683,1040601,1040601,Ile-Sede,12,NU-097,356,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00553,-16.3586,37.767,1040606,1040606,Chiraco,12,NU-097,357,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00554,-15.9902,37.3572,1040607,1040607,Phalane,12,NU-097,358,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00555,-16.2811,37.3214,1040611,1040611,Tebo,12,NU-097,359,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00556,-16.1416,37.3833,1040612,1040612,Nipiode,13,NU-097,360,Posto de Saúde,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00557,-15.7844,37.1633,1040613,1040613,Socone,12,NU-097,361,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00558,-16.2692,37.5161,1040614,1040614,Jajo,12,NU-097,362,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00559,-16.169278,37.384325,1040636,1040636,Niboia,12,NU-097,363,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00560,-16.0361,37.5239,1040608,1040608,Mugulama,12,NU-097,364,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00561,-16.364403,37.33066,1040610,1040610,Mulequela,12,NU-097,365,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00562,-16.358313,37.338025,1040665,1040665,Ualasse,12,NU-097,366,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00563,-16.301047,37.352204,1040666,010406?,Marropino,12,NU-097,367,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00564,-16.287479,37.355033,1040667,010406?,Mucuaba,12,NU-097,368,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,6,US-MOZ-00565,-16.009938,37.332738,1040668,010406?,Morrua,12,NU-097,369,Centro de Saúde Rural II,Zambézia,MZ011,Ile,MZ011406
4,7,US-MOZ-00566,-18.0764,36.9278,1040710,1040710,Olinda,12,NU-102,370,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00567,-18.0292,36.7361,1040711,1040711,Bingagira,12,NU-102,371,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00568,-18.01,36.8108,1040708,1040708,Inhassunge-Sede,11,NU-102,372,Centro de Saúde Rural I,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00569,-18.1114,36.7581,1040707,1040707,Gonhane,12,NU-102,373,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00570,-18.0781,36.8961,1040706,1040706,Chirimane,12,NU-102,374,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00571,-18.082611,36.825026,1040712,1040712,Ilova,12,NU-102,375,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,7,US-MOZ-00572,-17.9767,36.8578,1040713,1040713,Palane-Mucula,12,NU-102,376,Centro de Saúde Rural II,Zambézia,MZ011,Inhassunge,MZ011407
4,8,US-MOZ-00573,-16.4256,36.7433,1040806,1040806,Lugela-Sede,11,NU-096,377,Centro de Saúde Rural I,Zambézia,MZ011,Lugela,MZ011408
4,8,US-MOZ-00574,-16.0167,36.4866,1040811,1040811,Muabanama,12,NU-096,378,Centro de Saúde Rural II,Zambézia,MZ011,Lugela,MZ011408
4,8,US-MOZ-00575,-16.3511,36.8533,1040814,1040814,Puthine,13,NU-096,379,Posto de Saúde,Zambézia,MZ011,Lugela,MZ011408
4,8,US-MOZ-00576,-16.3633,36.3789,1040810,1040810,Limbue,13,NU-096,380,Posto de Saúde,Zambézia,MZ011,Lugela,MZ011408
4,8,US-MOZ-00577,-16.3944,36.9803,1040809,1040809,Erurune,12,NU-096,381,Centro de Saúde Rural II,Zambézia,MZ011,Lugela,MZ011408
4,8,US-MOZ-00578,-16.5525,36.8617,1040813,1040813,Nigau,13,NU-096,382,Posto de Saúde,Zambézia,MZ011,Lugela,MZ011408
